Sector,Code,Url,Company,Market Cap,Share Price,% Change
Industrials (XNJ),ASX:CNQ,https://www.listcorp.com/asx/cnq/clean-teq-water-limited,Clean TeQ Water Limited,30.82M,0.69,0.00%
Industrials (XNJ),ASX:BMH,https://www.listcorp.com/asx/bmh/baumart-holdings-limited,Baumart Holdings Limited,28.95M,0.20,0.00%
Industrials (XNJ),ASX:AFL,https://www.listcorp.com/asx/afl/af-legal-group,AF Legal Group Ltd,28.57M,0.38,0.00%
Industrials (XNJ),ASX:SOP,https://www.listcorp.com/asx/sop/synertec-corporation-limited,Synertec Corporation Limited,28.23M,0.079,0.00%
Industrials (XNJ),ASX:MIL,https://www.listcorp.com/asx/mil/millennium-services-group,Millennium Services Group Limited,27.86M,0.60,0.00%
Industrials (XNJ),ASX:EMB,https://www.listcorp.com/asx/emb/embelton,Embelton,27.73M,12.85,0.00%
Industrials (XNJ),ASX:VRS,https://www.listcorp.com/asx/vrs/veris-limited,Veris Limited,27.71M,0.053,0.00%
Industrials (XNJ),ASX:AEI,https://www.listcorp.com/asx/aei/aeris-environmental,Aeris Environmental,25.6M,0.105,0.00%
Industrials (XNJ),ASX:EGY,https://www.listcorp.com/asx/egy/energy-technologies,Energy Technologies,25.59M,0.094,0.00%
Industrials (XNJ),ASX:CLI,https://www.listcorp.com/asx/cli/croplogic-limited,CropLogic Limited,25.12M,0.031,0.00%
Industrials (XNJ),ASX:14D,https://www.listcorp.com/asx/14d/1414-degrees-limited,1414 Degrees Limited,23.08M,0.115,0.00%
Industrials (XNJ),ASX:SKS,https://www.listcorp.com/asx/sks/sks-technologies-group-limited,SKS Technologies Group Limited,22.68M,0.21,0.00%
Industrials (XNJ),ASX:XTE,https://www.listcorp.com/asx/xte/xtek,XTEK Limited,22.14M,0.22,0.00%
Industrials (XNJ),ASX:AQN,https://www.listcorp.com/asx/aqn/aquirian-limited,Aquirian Limited,22M,0.275,0.00%
Industrials (XNJ),ASX:TTI,https://www.listcorp.com/asx/tti/traffic-technologies,Traffic Technologies,21.67M,0.03,0.00%
Industrials (XNJ),ASX:ZGL,https://www.listcorp.com/asx/zgl/zicom,Zicom Group,21.53M,0.10,0.00%
Industrials (XNJ),ASX:ECG,https://www.listcorp.com/asx/ecg/ecargo-holdings-limited,Ecargo Holdings Limited,20.3M,0.033,0.00%
Industrials (XNJ),ASX:AIR,https://www.listcorp.com/asx/air/astivita,Astivita,19.25M,0.775,0.00%
Industrials (XNJ),ASX:FFT,https://www.listcorp.com/asx/fft/future-first-technologies-limited,Future First Technologies Limited,18.26M,0.034,0.00%
Industrials (XNJ),ASX:CI1,https://www.listcorp.com/asx/ci1/credit-intelligence-limited,Credit Intelligence Limited,17.63M,0.011,0.00%
Industrials (XNJ),ASX:OPN,https://www.listcorp.com/asx/opn/openn-negotiation-limited,Openn Negotiation Limited,16.35M,0.14,0.00%
Industrials (XNJ),ASX:A3D,https://www.listcorp.com/asx/a3d/aurora-labs-limited,Aurora Labs Limited,16.02M,0.087,0.00%
Industrials (XNJ),ASX:REM,https://www.listcorp.com/asx/rem/remsense-technologies-limited,RemSense Technologies Limited,15.46M,0.47,0.00%
Industrials (XNJ),ASX:GO2,https://www.listcorp.com/asx/go2/the-go2-people-limited,The GO2 People Limited,14.23M,0.035,0.00%
Industrials (XNJ),ASX:SGI,https://www.listcorp.com/asx/sgi/stealth-global-holdings-limited,Stealth Global Holdings Limited,13.96M,0.14,0.00%
Industrials (XNJ),ASX:AL3,https://www.listcorp.com/asx/al3/aml3d-limited,AML3D Limited,13.9M,0.14,0.00%
Industrials (XNJ),ASX:VMG,https://www.listcorp.com/asx/vmg/vdm-group,VDM Group,13.86M,0.002,0.00%
Industrials (XNJ),ASX:BPP,https://www.listcorp.com/asx/bpp/babylon-pump-and-power-limited,Babylon Pump & Power Limited,13.82M,0.012,0.00%
Industrials (XNJ),ASX:PG1,https://www.listcorp.com/asx/pg1/pearl-global-limited,Pearl Global Limited,12.63M,0.021,0.00%
Industrials (XNJ),ASX:YPB,https://www.listcorp.com/asx/ypb/ypb-group,YPB Group Limited,12.24M,0.002,0.00%
Industrials (XNJ),ASX:EVZ,https://www.listcorp.com/asx/evz/evz-limited,EVZ Limited,11.77M,0.1225,0.00%
Industrials (XNJ),ASX:OLH,https://www.listcorp.com/asx/olh/oldfields-holdings,Oldfields Holdings,11.74M,0.07,0.00%
Industrials (XNJ),ASX:MSG,https://www.listcorp.com/asx/msg/mcs-services-limited,MCS Services Limited,11.74M,0.063,0.00%
Industrials (XNJ),ASX:IGN,https://www.listcorp.com/asx/ign/ignite-limited,Ignite Limited,11.65M,0.13,0.00%
Industrials (XNJ),ASX:3MF,https://www.listcorp.com/asx/3mf/3d-metalforge-limited,3D Metalforge Limited,10.23M,0.105,0.00%
Industrials (XNJ),ASX:SRH,https://www.listcorp.com/asx/srh/saferoads-holdings,Saferoads Holdings,9.18M,0.245,0.00%
Industrials (XNJ),ASX:SIV,https://www.listcorp.com/asx/siv/siv-capital-limited,SIV Capital Limited,8.64M,0.22,0.00%
Industrials (XNJ),ASX:CDD,https://www.listcorp.com/asx/cdd/cardno,Cardno Limited,8.2M,0.21,0.00%
Industrials (XNJ),ASX:CFO,https://www.listcorp.com/asx/cfo/cfoam-limited,Cfoam Limited,8.07M,0.011,0.00%
Industrials (XNJ),ASX:RGI,https://www.listcorp.com/asx/rgi/roto-gro-international-limited,Roto-Gro International Limited,6.85M,0.02,0.00%
Industrials (XNJ),ASX:MSI,https://www.listcorp.com/asx/msi/multistack-international,Multistack International,6M,0.044,0.00%
Industrials (XNJ),ASX:M8S,https://www.listcorp.com/asx/m8s/m8-sustainable-limited,M8 Sustainable Limited,5.87M,0.014,0.00%
Industrials (XNJ),ASX:T3D,https://www.listcorp.com/asx/t3d/333d-limited,333D Limited,5.61M,0.002,0.00%
Industrials (XNJ),ASX:PKD,https://www.listcorp.com/asx/pkd/parkd-ltd,Parkd Ltd,5.51M,0.055,0.00%
Industrials (XNJ),ASX:IVT,https://www.listcorp.com/asx/ivt/inventis,Inventis Limited,5.24M,0.084,0.00%
Industrials (XNJ),ASX:EAX,https://www.listcorp.com/asx/eax/energy-action,Energy Action Limited,4.86M,0.18,0.00%
Industrials (XNJ),ASX:UUV,https://www.listcorp.com/asx/uuv/uuv-aquabotix-limited,UUV Aquabotix Limited,4.78M,0.002,0.00%
Industrials (XNJ),ASX:ROO,https://www.listcorp.com/asx/roo/roots-sustainable-agricultural-technologies,Roots Sustainable Agricultural Technologies,4.5M,0.006,0.00%
Industrials (XNJ),ASX:FOS,https://www.listcorp.com/asx/fos/fos-capital-limited,FOS Capital Limited,3.06M,0.23,0.00%
Industrials (XNJ),ASX:HMI,https://www.listcorp.com/asx/hmi/hiremii-limited,Hiremii Limited,2.86M,0.048,0.00%
Consumer Discretionary (XDJ),ASX:WES,https://www.listcorp.com/asx/wes/wesfarmers,Wesfarmers Limited,67.96B,59.94,0.00%
Consumer Discretionary (XDJ),ASX:ALL,https://www.listcorp.com/asx/all/aristocrat-leisure,Aristocrat Leisure,30.03B,44.84,0.00%
Consumer Discretionary (XDJ),ASX:TAH,https://www.listcorp.com/asx/tah/tabcorp,Tabcorp Holdings,11.46B,5.15,0.00%
Consumer Discretionary (XDJ),ASX:DMP,https://www.listcorp.com/asx/dmp/dominos-pizza,Domino's Pizza,10.51B,121.46,0.00%
Consumer Discretionary (XDJ),ASX:IEL,https://www.listcorp.com/asx/iel/idp-education-limited,IDP Education Limited,9.91B,35.62,0.00%
Consumer Discretionary (XDJ),ASX:CWN,https://www.listcorp.com/asx/cwn/crown-resorts-limited,Crown Resorts Limited,8.13B,12.00,0.00%
Consumer Discretionary (XDJ),ASX:HVN,https://www.listcorp.com/asx/hvn/harvey-norman,Harvey Norman,6.37B,5.11,0.00%
Consumer Discretionary (XDJ),ASX:JBH,https://www.listcorp.com/asx/jbh/jb-hi-fi-limited,JB Hi-Fi Limited,5.61B,48.83,0.00%
Consumer Discretionary (XDJ),ASX:PMV,https://www.listcorp.com/asx/pmv/premier-investments-limited,Premier Investments Limited,4.86B,30.57,0.00%
Consumer Discretionary (XDJ),ASX:BRG,https://www.listcorp.com/asx/brg/breville-group-limited,Breville Group Limited,4.41B,31.64,0.00%
Consumer Discretionary (XDJ),ASX:ARB,https://www.listcorp.com/asx/arb/arb-corporation,ARB Corporation,4.41B,53.94,0.00%
Consumer Discretionary (XDJ),ASX:SGR,https://www.listcorp.com/asx/sgr/star-entertainment-group,The Star Entertainment Group Limited,3.59B,3.77,0.00%
Consumer Discretionary (XDJ),ASX:FLT,https://www.listcorp.com/asx/flt/flight-centre-travel-group,Flight Centre Travel Group,3.56B,17.84,0.00%
Consumer Discretionary (XDJ),ASX:APE,https://www.listcorp.com/asx/ape/eagers-automotive-limited,Eagers Automotive Limited,3.52B,13.69,0.00%
Consumer Discretionary (XDJ),ASX:CTD,https://www.listcorp.com/asx/ctd/corporate-travel-management,Corporate Travel Management Limited,3.09B,22.01,0.00%
Consumer Discretionary (XDJ),ASX:SUL,https://www.listcorp.com/asx/sul/super-retail-group,Super Retail Group,2.83B,12.53,0.00%
Consumer Discretionary (XDJ),ASX:BAP,https://www.listcorp.com/asx/bap/bapcor-limited,Bapcor Limited,2.39B,7.03,0.00%
Consumer Discretionary (XDJ),ASX:SKC,https://www.listcorp.com/asx/skc/skycity-entertainment-group,SkyCity Entertainment Group Limited,2.22B,2.92,0.00%
Consumer Discretionary (XDJ),ASX:LOV,https://www.listcorp.com/asx/lov/lovisa-holdings-limited,Lovisa Holdings Limited,2.13B,19.82,0.00%
Consumer Discretionary (XDJ),ASX:WEB,https://www.listcorp.com/asx/web/webjet-limited,Webjet Limited,2.02B,5.30,0.00%
Consumer Discretionary (XDJ),ASX:PBH,https://www.listcorp.com/asx/pbh/pointsbet-holdings-limited,Pointsbet Holdings Limited,1.92B,7.28,0.00%
Consumer Discretionary (XDJ),ASX:SDR,https://www.listcorp.com/asx/sdr/siteminder-limited,SiteMinder Limited,1.89B,6.95,0.00%
Consumer Discretionary (XDJ),ASX:IVC,https://www.listcorp.com/asx/ivc/invocare-limited,InvoCare Limited,1.68B,11.63,0.00%
Consumer Discretionary (XDJ),ASX:CKF,https://www.listcorp.com/asx/ckf/collins-foods-limited,Collins Foods Limited,1.57B,13.45,0.00%
Consumer Discretionary (XDJ),ASX:RBD,https://www.listcorp.com/asx/rbd/restaurant-brands-new-zealand,Restaurant Brands New Zealand,1.56B,12.50,0.00%
Consumer Discretionary (XDJ),ASX:GUD,https://www.listcorp.com/asx/gud/gud-holdings-limited,GUD Holdings Limited,1.51B,11.31,0.00%
Consumer Discretionary (XDJ),ASX:CTT,https://www.listcorp.com/asx/ctt/cettire-limited,Cettire Limited,1.41B,3.69,0.00%
Consumer Discretionary (XDJ),ASX:AX1,https://www.listcorp.com/asx/ax1/accent-group-limited,Accent Group Limited,1.32B,2.44,0.00%
Consumer Discretionary (XDJ),ASX:TPW,https://www.listcorp.com/asx/tpw/temple-and-webster-group,Temple & Webster Group,1.31B,10.85,0.00%
Consumer Discretionary (XDJ),ASX:CCX,https://www.listcorp.com/asx/ccx/city-chic-collective-limited,City Chic Collective Limited,1.25B,5.41,0.00%
Consumer Discretionary (XDJ),ASX:NCK,https://www.listcorp.com/asx/nck/nick-scali-limited,Nick Scali Limited,1.22B,15.09,0.00%
Consumer Discretionary (XDJ),ASX:JIN,https://www.listcorp.com/asx/jin/jumbo-interactive,Jumbo Interactive,1.21B,19.39,0.00%
Consumer Discretionary (XDJ),ASX:BGP,https://www.listcorp.com/asx/bgp/briscoe-group-limited,Briscoe Group Limited,1.08B,4.84,0.00%
Consumer Discretionary (XDJ),ASX:KMD,https://www.listcorp.com/asx/kmd/kathmandu-holdings,Kathmandu Holdings Limited,1.01B,1.42,0.00%
Consumer Discretionary (XDJ),ASX:KGN,https://www.listcorp.com/asx/kgn/kogan.com-ltd,Kogan.com Ltd,938.48M,8.78,0.00%
Consumer Discretionary (XDJ),ASX:GEM,https://www.listcorp.com/asx/gem/g8-education,G8 Education,936.37M,1.105,0.00%
Consumer Discretionary (XDJ),ASX:RBL,https://www.listcorp.com/asx/rbl/redbubble-limited,Redbubble Limited,910.54M,3.30,0.00%
Consumer Discretionary (XDJ),ASX:PWH,https://www.listcorp.com/asx/pwh/pwr-holdings-limited,PWR Holdings Limited,855.53M,8.53,0.00%
Consumer Discretionary (XDJ),ASX:BBN,https://www.listcorp.com/asx/bbn/baby-bunting-group,Baby Bunting Group Limited,738.93M,5.58,0.00%
Consumer Discretionary (XDJ),ASX:BET,https://www.listcorp.com/asx/bet/betmakers-technology-group,Betmakers Technology Group,716.09M,0.835,0.00%
Consumer Discretionary (XDJ),ASX:BLX,https://www.listcorp.com/asx/blx/beacon-lighting-group-limited,Beacon Lighting Group Limited,714.63M,3.20,0.00%
Consumer Discretionary (XDJ),ASX:ADH,https://www.listcorp.com/asx/adh/adairs-limited,Adairs Limited,690.4M,4.04,0.00%
Consumer Discretionary (XDJ),ASX:ALG,https://www.listcorp.com/asx/alg/ardent-leisure-group-limited,Ardent Leisure Group Limited,673.99M,1.405,0.00%
Consumer Discretionary (XDJ),ASX:AKP,https://www.listcorp.com/asx/akp/audio-pixels,Audio Pixels,626.21M,21.82,0.00%
Consumer Discretionary (XDJ),ASX:MHJ,https://www.listcorp.com/asx/mhj/michael-hill-international-limited,Michael Hill International Limited,535.83M,1.38,0.00%
Consumer Discretionary (XDJ),ASX:PFP,https://www.listcorp.com/asx/pfp/propel-funeral-partners,Propel Funeral Partners,528.17M,4.48,0.00%
Consumer Discretionary (XDJ),ASX:UNI,https://www.listcorp.com/asx/uni/universal-store,Universal Store Holdings Limited,512.37M,7.00,0.00%
Consumer Discretionary (XDJ),ASX:BST,https://www.listcorp.com/asx/bst/best-and-less-group-holdings,Best & Less Group Holdings,507.74M,4.05,0.00%
Consumer Discretionary (XDJ),ASX:PWR,https://www.listcorp.com/asx/pwr/peter-warren-automotive-holdings-limited,Peter Warren Automotive Holdings Limited,503.17M,2.93,0.00%
Consumer Discretionary (XDJ),ASX:3PL,https://www.listcorp.com/asx/3pl/3p-learning,3P Learning,445.14M,1.61,0.00%
Consumer Discretionary (XDJ),ASX:SNL,https://www.listcorp.com/asx/snl/supply-network,Supply Network Limited,438.96M,10.75,0.00%
Consumer Discretionary (XDJ),ASX:ASG,https://www.listcorp.com/asx/asg/autosports-group-limited,Autosports Group Limited,430.14M,2.14,0.00%
Consumer Discretionary (XDJ),ASX:AGI,https://www.listcorp.com/asx/agi/ainsworth-game,Ainsworth Game Technology,420.99M,1.25,0.00%
Consumer Discretionary (XDJ),ASX:HLO,https://www.listcorp.com/asx/hlo/helloworld,Helloworld,390.67M,2.52,0.00%
Consumer Discretionary (XDJ),ASX:ABY,https://www.listcorp.com/asx/aby/adore-beauty-group,Adore Beauty Group Limited,386.85M,4.11,0.00%
Consumer Discretionary (XDJ),ASX:MYR,https://www.listcorp.com/asx/myr/myer-holdings,Myer Holdings Limited,361.36M,0.44,0.00%
Consumer Discretionary (XDJ),ASX:BBT,https://www.listcorp.com/asx/bbt/bluebet-holdings-limited,BlueBet Holdings Limited,302.17M,1.51,0.00%
Consumer Discretionary (XDJ),ASX:STP,https://www.listcorp.com/asx/stp/step-one-clothing-limited,Step One Clothing Limited,292.84M,1.58,0.00%
Consumer Discretionary (XDJ),ASX:GLB,https://www.listcorp.com/asx/glb/globe-international,Globe International,292.32M,7.05,0.00%
Consumer Discretionary (XDJ),ASX:SFC,https://www.listcorp.com/asx/sfc/schaffer-corporation-limited,Schaffer Corporation Limited,283.37M,20.64,0.00%
Consumer Discretionary (XDJ),ASX:ENN,https://www.listcorp.com/asx/enn/elanor-investors,Elanor Investors Group,280.41M,2.30,0.00%
Consumer Discretionary (XDJ),ASX:TRA,https://www.listcorp.com/asx/tra/turners-automotive-group,Turners Automotive Group,279.73M,3.25,0.00%
Consumer Discretionary (XDJ),ASX:TRS,https://www.listcorp.com/asx/trs/reject-shop,The Reject Shop,276.34M,7.21,0.00%
Consumer Discretionary (XDJ),ASX:EXP,https://www.listcorp.com/asx/exp/experience-co-limited,Experience Co Limited,263.3M,0.35,0.00%
Consumer Discretionary (XDJ),ASX:MFB,https://www.listcorp.com/asx/mfb/my-food-bag-group-limited,My Food Bag Group Limited,261.83M,1.08,0.00%
Consumer Discretionary (XDJ),ASX:MMM,https://www.listcorp.com/asx/mmm/marley-spoon-ags,Marley Spoon AG's,258.49M,0.91,0.00%
Consumer Discretionary (XDJ),ASX:AMS,https://www.listcorp.com/asx/ams/atomos-limited,Atomos Limited,256.82M,1.155,0.00%
Consumer Discretionary (XDJ),ASX:SHJ,https://www.listcorp.com/asx/shj/shine-justice-ltd,Shine Justice Ltd,236.5M,1.365,0.00%
Consumer Discretionary (XDJ),ASX:SLA,https://www.listcorp.com/asx/sla/silk-laser-australia-limited,SILK Laser Australia Limited,234.84M,4.43,0.00%
Consumer Discretionary (XDJ),ASX:FWD,https://www.listcorp.com/asx/fwd/fleetwood-limited,Fleetwood Limited,227.96M,2.42,0.00%
Consumer Discretionary (XDJ),ASX:CBR,https://www.listcorp.com/asx/cbr/carbon-revolution-limited,Carbon Revolution Limited,210.86M,1.02,0.00%
Consumer Discretionary (XDJ),ASX:MTO,https://www.listcorp.com/asx/mto/motorcycle-holdings-limited,MotorCycle Holdings Limited,199.31M,3.23,0.00%
Consumer Discretionary (XDJ),ASX:DSK,https://www.listcorp.com/asx/dsk/dusk-group-limited,Dusk Group Limited,199.26M,3.20,0.00%
Consumer Discretionary (XDJ),ASX:MYD,https://www.listcorp.com/asx/myd/mydeal.com.au-limited,MyDeal.com.au Limited,194.12M,0.75,0.00%
Consumer Discretionary (XDJ),ASX:BKG,https://www.listcorp.com/asx/bkg/booktopia-group-limited,Booktopia Group Limited,185.44M,1.35,0.00%
Consumer Discretionary (XDJ),ASX:VVA,https://www.listcorp.com/asx/vva/viva-leisure-limited,Viva Leisure Limited,181.71M,2.03,0.00%
Consumer Discretionary (XDJ),ASX:NTD,https://www.listcorp.com/asx/ntd/national-tyre-and-wheel-limited,National Tyre & Wheel Limited,173.55M,1.42,0.00%
Consumer Discretionary (XDJ),ASX:8VI,https://www.listcorp.com/asx/8vi/8vi-holdings-limited,8VI Holdings Limited,172.07M,4.06,0.00%
Consumer Discretionary (XDJ),ASX:RCT,https://www.listcorp.com/asx/rct/reef-casino,Reef Casino Trust,161.9M,3.30,0.00%
Consumer Discretionary (XDJ),ASX:SSG,https://www.listcorp.com/asx/ssg/shaver-shop-group-limited,Shaver Shop Group Limited,159.84M,1.22,0.00%
Consumer Discretionary (XDJ),ASX:RFG,https://www.listcorp.com/asx/rfg/retail-food-group,Retail Food Group,157.18M,0.074,0.00%
Consumer Discretionary (XDJ),ASX:TOY,https://www.listcorp.com/asx/toy/toys-r-us-anz-limited,Toys R Us ANZ Limited,150.83M,0.175,0.00%
Consumer Discretionary (XDJ),ASX:DW8,https://www.listcorp.com/asx/dw8/dw8-limited,DW8 Limited,134.86M,0.051,0.00%
Consumer Discretionary (XDJ),ASX:ICT,https://www.listcorp.com/asx/ict/icollege,iCollege Limited,129.93M,0.12,0.00%
Consumer Discretionary (XDJ),ASX:WAT,https://www.listcorp.com/asx/wat/waterco,Waterco Limited,128.6M,3.61,0.00%
Consumer Discretionary (XDJ),ASX:EVO,https://www.listcorp.com/asx/evo/evolve-education-group,Evolve Education Group,124.45M,0.78,0.00%
Consumer Discretionary (XDJ),ASX:CLU,https://www.listcorp.com/asx/clu/cluey-ltd,Cluey Ltd,121.5M,1.08,0.00%
Consumer Discretionary (XDJ),ASX:VMT,https://www.listcorp.com/asx/vmt/vmoto,VMoto Limited,115.93M,0.415,0.00%
Consumer Discretionary (XDJ),ASX:ATL,https://www.listcorp.com/asx/atl/apollo-tourism-and-leisure-limited,Apollo Tourism & Leisure Limited,111.69M,0.60,0.00%
Consumer Discretionary (XDJ),ASX:MCL,https://www.listcorp.com/asx/mcl/mighty-craft-limited,Mighty Craft Limited,106.14M,0.33,0.00%
Consumer Discretionary (XDJ),ASX:SGH,https://www.listcorp.com/asx/sgh/slater-and-gordon,Slater & Gordon,101.98M,0.73,0.00%
Consumer Discretionary (XDJ),ASX:TWD,https://www.listcorp.com/asx/twd/tamawood,Tamawood Limited,101.86M,3.49,0.00%
Consumer Discretionary (XDJ),ASX:TGA,https://www.listcorp.com/asx/tga/thorn-group,Thorn Group Limited,95.17M,0.28,0.00%
Consumer Discretionary (XDJ),ASX:SHM,https://www.listcorp.com/asx/shm/shriro-holdings-limited,Shriro Holdings Limited,94.14M,0.99,0.00%
Consumer Discretionary (XDJ),ASX:JYC,https://www.listcorp.com/asx/jyc/joyce-corporation,Joyce Corporation,93.83M,3.33,0.00%
Consumer Discretionary (XDJ),ASX:GAP,https://www.listcorp.com/asx/gap/gale-pacific,Gale Pacific,85.68M,0.31,0.00%
Consumer Discretionary (XDJ),ASX:MFD,https://www.listcorp.com/asx/mfd/mayfield-childcare-limited,Mayfield Childcare Limited,72.92M,1.15,0.00%
Consumer Discretionary (XDJ),ASX:ISU,https://www.listcorp.com/asx/isu/iselect,iSelect,71.2M,0.325,0.00%
Consumer Discretionary (XDJ),ASX:MOZ,https://www.listcorp.com/asx/moz/mosaic-brands-limited,Mosaic Brands Limited,62.35M,0.645,0.00%
Consumer Discretionary (XDJ),ASX:VTG,https://www.listcorp.com/asx/vtg/vita-group-limited,Vita Group Limited,60.45M,0.365,0.00%
Consumer Discretionary (XDJ),ASX:RTE,https://www.listcorp.com/asx/rte/retech-technology-co.-limited,"Retech Technology Co., Limited",58.23M,0.25,0.00%
Consumer Discretionary (XDJ),ASX:SIO,https://www.listcorp.com/asx/sio/simonds-group-limited,Simonds Group Limited,57.42M,0.39,0.00%
Consumer Discretionary (XDJ),ASX:KME,https://www.listcorp.com/asx/kme/kip-mcgrath-education,Kip McGrath Education Centres Limited,55.22M,1.0575,0.00%
Consumer Discretionary (XDJ),ASX:BUD,https://www.listcorp.com/asx/bud/buddy-technologies,Buddy Technologies,52.01M,0.015,0.00%
Consumer Discretionary (XDJ),ASX:DNA,https://www.listcorp.com/asx/dna/donaco-international,Donaco International,45.71M,0.037,0.00%
Consumer Discretionary (XDJ),ASX:RPM,https://www.listcorp.com/asx/rpm/rpm-automotive-group-limited,RPM Automotive Group Limited,44.15M,0.31,0.00%
Consumer Discretionary (XDJ),ASX:EBG,https://www.listcorp.com/asx/ebg/eumundi-group,Eumundi Group,44.04M,1.06,0.00%
Consumer Discretionary (XDJ),ASX:MPA,https://www.listcorp.com/asx/mpa/mad-paws-holdings-limited,Mad Paws Holdings Limited,39.22M,0.20,0.00%
Consumer Discretionary (XDJ),ASX:HT8,https://www.listcorp.com/asx/ht8/harris-technology-group,Harris Technology Group,34.25M,0.115,0.00%
Consumer Discretionary (XDJ),ASX:GFN,https://www.listcorp.com/asx/gfn/gefen-international-ai,Gefen International A.I. Limited,33.81M,0.555,0.00%
Consumer Discretionary (XDJ),ASX:AKG,https://www.listcorp.com/asx/akg/academies-australasia,Academies Australasia,31.27M,0.245,0.00%
Consumer Discretionary (XDJ),ASX:WHK,https://www.listcorp.com/asx/whk/whitehawk-limited,WhiteHawk Limited,27.25M,0.12,0.00%
Consumer Discretionary (XDJ),ASX:JAT,https://www.listcorp.com/asx/jat/jatcorp-limited,Jatcorp Limited,25.45M,0.014,0.00%
Consumer Discretionary (XDJ),ASX:INP,https://www.listcorp.com/asx/inp/incentiapay-limited,IncentiaPay Limited,24.91M,0.02,0.00%
Consumer Discretionary (XDJ),ASX:ZBT,https://www.listcorp.com/asx/zbt/zebit-inc,Zebit Inc,23.18M,0.245,0.00%
Consumer Discretionary (XDJ),ASX:BEX,https://www.listcorp.com/asx/bex/bikeexchange-limited,BikeExchange Limited,21.34M,0.155,0.00%
Consumer Discretionary (XDJ),ASX:OLI,https://www.listcorp.com/asx/oli/oliver-s-real-food-limited,Oliver's Real Food Limited,21.28M,0.059,0.00%
Consumer Discretionary (XDJ),ASX:GLE,https://www.listcorp.com/asx/gle/glg-corp,GLG Corp,19.64M,0.265,0.00%
Consumer Discretionary (XDJ),ASX:ALO,https://www.listcorp.com/asx/alo/alloggio-group-limited,Alloggio Group Limited,19.4M,0.185,0.00%
Consumer Discretionary (XDJ),ASX:XRG,https://www.listcorp.com/asx/xrg/xreality-group-ltd,xReality Group Ltd,18.86M,0.056,0.00%
Consumer Discretionary (XDJ),ASX:INL,https://www.listcorp.com/asx/inl/innlanz-limited,Innlanz Limited,18.45M,0.059,0.00%
Consumer Discretionary (XDJ),ASX:EDU,https://www.listcorp.com/asx/edu/edu-holdings-limited,EDU Holdings Limited,17.63M,0.15,0.00%
Consumer Discretionary (XDJ),ASX:DMC,https://www.listcorp.com/asx/dmc/design-milk-co-limited,Design Milk Co Limited,16.15M,0.445,0.00%
Consumer Discretionary (XDJ),ASX:DDT,https://www.listcorp.com/asx/ddt/datadot-technology,DataDot Technology,14.93M,0.012,0.00%
Consumer Discretionary (XDJ),ASX:SIX,https://www.listcorp.com/asx/six/sprintex-limited,Sprintex Limited,14.83M,0.063,0.00%
Consumer Discretionary (XDJ),ASX:TCO,https://www.listcorp.com/asx/tco/transmetro-corporation,Transmetro Corporation Limited,14.72M,1.10,0.00%
Consumer Discretionary (XDJ),ASX:ABV,https://www.listcorp.com/asx/abv/advanced-braking-technology,Advanced Braking Technology,13.65M,0.036,0.00%
Consumer Discretionary (XDJ),ASX:ATP,https://www.listcorp.com/asx/atp/atlas-pearls-ltd,Atlas Pearls Ltd,12.84M,0.03,0.00%
Consumer Discretionary (XDJ),ASX:AUK,https://www.listcorp.com/asx/auk/aumake-limited,Aumake Limited,12.17M,0.016,0.00%
Consumer Discretionary (XDJ),ASX:DLC,https://www.listcorp.com/asx/dlc/delecta-limited,Delecta Limited,12.05M,0.01,0.00%
Consumer Discretionary (XDJ),ASX:SRY,https://www.listcorp.com/asx/sry/story-i-limited,Story-I Limited,9.03M,0.024,0.00%
Consumer Discretionary (XDJ),ASX:AUA,https://www.listcorp.com/asx/aua/audeara-limited,Audeara Limited,8.02M,0.125,0.00%
Consumer Discretionary (XDJ),ASX:MHI,https://www.listcorp.com/asx/mhi/merchant-house,Merchant House International,7.73M,0.082,0.00%
Consumer Discretionary (XDJ),ASX:SCT,https://www.listcorp.com/asx/sct/scout-security-limited,Scout Security Limited,7.54M,0.05,0.00%
Consumer Discretionary (XDJ),ASX:EZZ,https://www.listcorp.com/asx/ezz/ezz-life-science-holdings-limited,EZZ Life Science Holdings Limited,6.83M,0.535,0.00%
Consumer Discretionary (XDJ),ASX:TTA,https://www.listcorp.com/asx/tta/tta-holdings,TTA Holdings,6.32M,0.046,0.00%
Consumer Discretionary (XDJ),ASX:AQS,https://www.listcorp.com/asx/aqs/aquis-entertainment-limited,Aquis Entertainment Limited,6.25M,0.175,0.00%
Consumer Discretionary (XDJ),ASX:CYQ,https://www.listcorp.com/asx/cyq/cycliq-group-limited,Cycliq Group Limited,5.56M,0.016,0.00%
Consumer Discretionary (XDJ),ASX:CL8,https://www.listcorp.com/asx/cl8/carly-holdings-limited,Carly Holdings Limited,5.23M,0.045,0.00%
Consumer Discretionary (XDJ),ASX:SIT,https://www.listcorp.com/asx/sit/site-group,Site Group International,5.05M,0.006,0.00%
Consumer Discretionary (XDJ),ASX:WNB,https://www.listcorp.com/asx/wnb/wellness-and-beauty-solutions,Wellness and Beauty Solutions,4.58M,0.068,0.00%
Consumer Discretionary (XDJ),ASX:TTSHA,https://www.listcorp.com/asx/ttsha/tatts-group-limited-bonds,Tatts Group Limited Bonds,N/A,0.00,0.00%
